"candidato","partido","votos","porcentaje","electo","lista","comuna","pacto"
"29. DANIEL ANDRES VARGAS DOWNING (H)","PTR",432,0.0582,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TOCOPILLA","Otros"
"30. PATRICIA ANGELICA ROMO PINTO (M)","PTR",44,0.0059,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TOCOPILLA","Otros"
"31. NESTOR LUIS VERA ROJAS (H)","PTR",24,0.0032,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TOCOPILLA","Otros"
"32. NATHALY PAZ FLORES TORRES (M)","PTR",24,0.0032,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TOCOPILLA","Otros"
"33. IGNACIO ALEJANDRO CORTES FLORES (H)","PTR",14,0.0019,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TOCOPILLA","Otros"
"34. CRISTINA INES DORADOR ORTIZ (M)","IND",263,0.0354,TRUE,"MOVIMIENTO INDEPENDIENTES DEL NORTE (D3)","TOCOPILLA","Otros"
"35. ARNALDO CHRISTIAN NUÑEZ SAN MARTIN (H)","IND",25,0.0034,FALSE,"MOVIMIENTO INDEPENDIENTES DEL NORTE (D3)","TOCOPILLA","Otros"
"36. VIANNEY PAOLA SIERRALTA ARACENA (M)","IND",25,0.0034,FALSE,"MOVIMIENTO INDEPENDIENTES DEL NORTE (D3)","TOCOPILLA","Otros"
"37. RUDECINDO CHRISTIAN ESPINDOLA ARAYA (H)","IND",16,0.0022,FALSE,"MOVIMIENTO INDEPENDIENTES DEL NORTE (D3)","TOCOPILLA","Otros"
"38. NINA VERONICA LOPEZ PEREZ (M)","IND",13,0.0018,FALSE,"MOVIMIENTO INDEPENDIENTES DEL NORTE (D3)","TOCOPILLA","Otros"
"39. ARTURO ALEJANDRO SOTO AGUILERA (H)","IND",27,0.0036,FALSE,"MOVIMIENTO INDEPENDIENTES DEL NORTE (D3)","TOCOPILLA","Otros"
"40. DANIEL PAC-SIONG MUÑOZ LOO (H)","IND",133,0.0179,FALSE,"CANDIDATURA INDEPENDIENTE","TOCOPILLA","Otros"
"41. CRISTIAN ANDRES CASTILLO FRITIS (H)","IND",104,0.014,FALSE,"CANDIDATURA INDEPENDIENTE","TOCOPILLA","Otros"
"42. LUZ MARIANELLY CASTILLO RAMIREZ (M)","IND",240,0.0323,FALSE,"CANDIDATURA INDEPENDIENTE","TOCOPILLA","Otros"
"1. LUZ ELIANA ALCA TURRA (M)","IND",50,0.0205,FALSE,"ELIGE LA LISTA DEL PUEBLO (D23)","TOLTEN","Del pueblo"
"2. HELMUTH JACOBO MARTINEZ LLANCAPAN (H)","IND",51,0.0209,TRUE,"ELIGE LA LISTA DEL PUEBLO (D23)","TOLTEN","Del pueblo"
"3. ROSSANA ANGELICA BETANCUR ESCOBAR (M)","IND",15,0.0062,FALSE,"ELIGE LA LISTA DEL PUEBLO (D23)","TOLTEN","Del pueblo"
"4. ALEJANDRO MAURICIO MELLADO GATICA (H)","IND",21,0.0086,FALSE,"ELIGE LA LISTA DEL PUEBLO (D23)","TOLTEN","Del pueblo"
"5. MARCELA DEL CARMEN LEPILAF PILQUIMAN (M)","IND",30,0.0123,FALSE,"ELIGE LA LISTA DEL PUEBLO (D23)","TOLTEN","Del pueblo"
"6. MARIO JAVIER FLORES CHAVEZ (H)","IND",18,0.0074,FALSE,"ELIGE LA LISTA DEL PUEBLO (D23)","TOLTEN","Del pueblo"
"7. XIMENA ALARCON FUENTEALBA (M)","IND",33,0.0136,FALSE,"ELIGE LA LISTA DEL PUEBLO (D23)","TOLTEN","Del pueblo"
"8. SOLEDAD IRRIBARRA ESPINOZA (M)","PEV",26,0.0107,FALSE,"PARTIDO ECOLOGISTA VERDE","TOLTEN","Otros"
"9. IVAN GORKY ROJAS VILLAGRA (H)","PEV",14,0.0057,FALSE,"PARTIDO ECOLOGISTA VERDE","TOLTEN","Otros"
"10. LORENA  JARA JARA (M)","PEV",14,0.0057,FALSE,"PARTIDO ECOLOGISTA VERDE","TOLTEN","Otros"
"11. HERNAN  CACERES AVILA (H)","PEV",7,0.0029,FALSE,"PARTIDO ECOLOGISTA VERDE","TOLTEN","Otros"
"12. MONICA  CASTRO CANALES (M)","PEV",9,0.0037,FALSE,"PARTIDO ECOLOGISTA VERDE","TOLTEN","Otros"
"13. EDGARDO  LOVERA RIQUELME (H)","PEV",16,0.0066,FALSE,"PARTIDO ECOLOGISTA VERDE","TOLTEN","Otros"
"14. ANGELICA TEPPER KOLOSSA (M)","IND-RN",43,0.0177,TRUE,"VAMOS POR CHILE","TOLTEN","Vamos por Chile"
"15. LUIS MAYOL BOUCHON (H)","RN",296,0.1216,TRUE,"VAMOS POR CHILE","TOLTEN","Vamos por Chile"
"16. MELISA BECKER MERINO (M)","RN",60,0.0246,FALSE,"VAMOS POR CHILE","TOLTEN","Vamos por Chile"
"17. PABLO WALTER HERDENER TRUAN (H)","UDI",318,0.1306,FALSE,"VAMOS POR CHILE","TOLTEN","Vamos por Chile"
"18. MARIA DEL PILAR ERRAZURIZ AMENABAR (M)","UDI",15,0.0062,FALSE,"VAMOS POR CHILE","TOLTEN","Vamos por Chile"
"19. ALEJO  APRAIZ CONTARDO (H)","IND-EVOPOLI",16,0.0066,FALSE,"VAMOS POR CHILE","TOLTEN","Vamos por Chile"
"20. ELIZABETH BRAND DEISLER (M)","IND-EVOPOLI",18,0.0074,FALSE,"VAMOS POR CHILE","TOLTEN","Vamos por Chile"
"21. JACQUELINE BURDILES ESPINOZA (M)","PDC",51,0.0209,FALSE,"LISTA DEL APRUEBO","TOLTEN","Lista del apruebo"
"22. EDUARDO GUILLERMO CASTILLO VIGOUROUX (H)","PPD",45,0.0185,TRUE,"LISTA DEL APRUEBO","TOLTEN","Lista del apruebo"
"23. MINERVA CASTAÑEDA MELIÑAN (M)","PS",25,0.0103,FALSE,"LISTA DEL APRUEBO","TOLTEN","Lista del apruebo"
"24. ILICH ANTONIO SILVA PEÑA (H)","IND-PRO",23,0.0094,FALSE,"LISTA DEL APRUEBO","TOLTEN","Lista del apruebo"
"25. VIOLETA DEL PILAR PALAVICINO CAYUNAO (M)","IND-PPD",19,0.0078,FALSE,"LISTA DEL APRUEBO","TOLTEN","Lista del apruebo"
"26. HEINRICH  VON BAER VON LOCHOW (H)","IND-PDC",25,0.0103,FALSE,"LISTA DEL APRUEBO","TOLTEN","Lista del apruebo"
"27. ELIANA DEL CARMEN ROA VALENZUELA (M)","IND-PRO",6,0.0025,FALSE,"LISTA DEL APRUEBO","TOLTEN","Lista del apruebo"
"28. MANUELA ROYO LETELIER (M)","IND-IGUALDAD",56,0.023,TRUE,"APRUEBO DIGNIDAD","TOLTEN","Apruebo Dignidad"
"29. ALFONSO MANUEL ESPOZ BETANCOURT (H)","IND-IGUALDAD",26,0.0107,FALSE,"APRUEBO DIGNIDAD","TOLTEN","Apruebo Dignidad"
"30. CAMILA JUANA VERGARA QUELEMPAN (M)","PCCH",44,0.0181,FALSE,"APRUEBO DIGNIDAD","TOLTEN","Apruebo Dignidad"
"31. GONZALO NICOLAS CONTRERAS VILLARROEL (H)","IND-PCCH",15,0.0062,FALSE,"APRUEBO DIGNIDAD","TOLTEN","Apruebo Dignidad"
"32. ERICKA JUDITH DE LOURDES ÑANCO VASQUEZ (M)","IND-FREVS",17,0.007,FALSE,"APRUEBO DIGNIDAD","TOLTEN","Apruebo Dignidad"
"33. GUISELA CAROLINA OLATE SANCHEZ (M)","PNC",30,0.0123,FALSE,"CIUDADANOS CRISTIANOS","TOLTEN","Otros"
"34. PETER PAUL VERMEHREN JONES (H)","PNC",15,0.0062,FALSE,"CIUDADANOS CRISTIANOS","TOLTEN","Otros"
"35. JOVITA RAPIMAN SAAVEDRA (M)","PNC",21,0.0086,FALSE,"CIUDADANOS CRISTIANOS","TOLTEN","Otros"
"36. OMAR HUMBERTO ORTIZ CONCHA (H)","PNC",18,0.0074,FALSE,"CIUDADANOS CRISTIANOS","TOLTEN","Otros"
"37. ANDREA VERONICA PUNULEF ANTIPAN (M)","PNC",12,0.0049,FALSE,"CIUDADANOS CRISTIANOS","TOLTEN","Otros"
"38. MARCO ORTEGA CUMIQUIR (H)","PNC",12,0.0049,FALSE,"CIUDADANOS CRISTIANOS","TOLTEN","Otros"
"39. LORETO CATALINA LAGOS SANHUEZA (M)","IND",25,0.0103,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","TOLTEN","Otros"
"40. CARLOS PATRICIO MENA JARA (H)","IND",38,0.0156,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","TOLTEN","Otros"
"41. ALEJANDRA DEL CARMEN PARRA MUÑOZ (M)","IND",46,0.0189,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","TOLTEN","Otros"
"42. CLAUDIO HERNAN DIAZ BECERRA (H)","IND",273,0.1121,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","TOLTEN","Otros"
"43. ANA MARIA VERA HARO (M)","IND",10,0.0041,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","TOLTEN","Otros"
"44. RENE EDUARDO RAPIMAN MARIN (H)","IND",80,0.0329,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","TOLTEN","Otros"
"45. CAMILA ANDREA DELGADO TRONCOSO (M)","PTR",33,0.0136,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TOLTEN","Otros"
"46. DANIEL ANTONIO LARA TORRES (H)","PTR",11,0.0045,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TOLTEN","Otros"
"47. PALOMA ALEJANDRA CARVAJAL ULLOA (M)","PTR",12,0.0049,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TOLTEN","Otros"
"48. LUIS ANTONIO CIFUENTES MALDONADO (H)","PTR",11,0.0045,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","TOLTEN","Otros"
"49. LORENA DEL PILAR CESPEDES FERNANDEZ (M)","IND",80,0.0329,TRUE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","TOLTEN","Nueva Constitucion"
"50. FRANCISCO JAVIER RUBILAR ROCHA (H)","IND",53,0.0218,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","TOLTEN","Nueva Constitucion"
"51. DANIELA ALEJANDRA VASQUEZ AGOUBORDE (M)","IND",59,0.0242,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","TOLTEN","Nueva Constitucion"
"52. RICHARD EDUARDO CAAMAÑO OYARZUN (H)","IND",16,0.0066,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","TOLTEN","Nueva Constitucion"
"53. EVA FELISA CAURAPAN PUELPAN (M)","IND",11,0.0045,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","TOLTEN","Nueva Constitucion"
"54. PAULO ANTONIO GATICA GARRIDO (H)","IND",15,0.0062,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","TOLTEN","Nueva Constitucion"
"55. CECILIA MOROVIC VIVAR (M)","IND",13,0.0053,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","TOLTEN","Nueva Constitucion"
"56. STEPHAN SCHUBERT RUBIO (H)","IND",119,0.0489,FALSE,"CANDIDATURA INDEPENDIENTE","TOLTEN","Otros"
"1. TAMMY SOLANGE PUSTILNICK ARDITI (M)","IND",507,0.0255,TRUE,"INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20)","TOME","Nueva Constitucion"
"2. PABLO VICTOR SIMON RODRIGUEZ ARIAS (H)","IND",206,0.0103,FALSE,"INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20)","TOME","Nueva Constitucion"
"3. MAGALY MELLA ABALOS (M)","IND",205,0.0103,FALSE,"INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20)","TOME","Nueva Constitucion"
"4. PAULO IGNACIO SAN MARTIN CUEVAS (H)","IND",202,0.0101,FALSE,"INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20)","TOME","Nueva Constitucion"
"5. SUSANA ANDREA HERRERA QUEZADA (M)","IND",270,0.0136,FALSE,"INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20)","TOME","Nueva Constitucion"
"6. NICOLAS FELIPOS FUENTES (H)","IND",158,0.0079,FALSE,"INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20)","TOME","Nueva Constitucion"
"7. ANA MARIA CAVALERIE SALAZAR (M)","IND",241,0.0121,FALSE,"INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20)","TOME","Nueva Constitucion"
"8. ANTONIO RODOLFO MENA VELASQUEZ (H)","IND",129,0.0065,FALSE,"INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20)","TOME","Nueva Constitucion"
"9. ELIZABETH MUJICA ZEPEDA (M)","PEV",258,0.013,FALSE,"PARTIDO ECOLOGISTA VERDE","TOME","Otros"
"10. JAVIER GUERRERO PELLERANO (H)","PEV",103,0.0052,FALSE,"PARTIDO ECOLOGISTA VERDE","TOME","Otros"
"11. MARIA JOSE GORMAZ ARAVENA (M)","PEV",164,0.0082,FALSE,"PARTIDO ECOLOGISTA VERDE","TOME","Otros"
"12. RAUL DIAZ RUIZ (H)","PEV",165,0.0083,FALSE,"PARTIDO ECOLOGISTA VERDE","TOME","Otros"
"13. CARLA LARA GALLARDO (M)","PEV",199,0.01,FALSE,"PARTIDO ECOLOGISTA VERDE","TOME","Otros"
"14. FERNANDO SEPULVEDA BRICEÑO (H)","PEV",247,0.0124,FALSE,"PARTIDO ECOLOGISTA VERDE","TOME","Otros"
"15. PAULA AVILA RIVERA (M)","PEV",161,0.0081,FALSE,"PARTIDO ECOLOGISTA VERDE","TOME","Otros"
"16. FRANCISCO VERA AGUILERA (H)","PEV",175,0.0088,FALSE,"PARTIDO ECOLOGISTA VERDE","TOME","Otros"
"17. ROCIO  CANTUARIAS RUBIO (M)","IND-EVOPOLI",495,0.0248,TRUE,"VAMOS POR CHILE","TOME","Vamos por Chile"
"18. JORGE  SERON FERRE (H)","IND-EVOPOLI",110,0.0055,FALSE,"VAMOS POR CHILE","TOME","Vamos por Chile"
"19. YANINA CONTRERAS ALVAREZ (M)","RN",231,0.0116,FALSE,"VAMOS POR CHILE","TOME","Vamos por Chile"
"20. LUCIANO ERNESTO SILVA MORA (H)","RN",3.729,0.1872,TRUE,"VAMOS POR CHILE","TOME","Vamos por Chile"
"21. CLAUDIA ANDREA PAVEZ SOUPER (M)","IND-RN",110,0.0055,FALSE,"VAMOS POR CHILE","TOME","Vamos por Chile"
"22. ALEJANDRO RODRIGO REYES SCHWARTZ (H)","UDI",316,0.0159,FALSE,"VAMOS POR CHILE","TOME","Vamos por Chile"
"23. PAZ CHARPENTIER RAJCEVICH (M)","IND-UDI",228,0.0114,FALSE,"VAMOS POR CHILE","TOME","Vamos por Chile"
"24. ELIAS RAMOS MUÑOZ (H)","IND-UDI",130,0.0065,FALSE,"VAMOS POR CHILE","TOME","Vamos por Chile"
"25. MARIA ANGELICA FUENTES FUENTEALBA (M)","PPD",656,0.0329,FALSE,"LISTA DEL APRUEBO","TOME","Lista del apruebo"
"26. ANDRES CRUZ CARRASCO (H)","IND-PS",588,0.0295,TRUE,"LISTA DEL APRUEBO","TOME","Lista del apruebo"
"27. LORENA LOBOS CASTRO (M)","IND-PS",188,0.0094,FALSE,"LISTA DEL APRUEBO","TOME","Lista del apruebo"
"28. PAVEL LUCIANO GUIÑEZ NAHUELÑIR (H)","IND-PR",390,0.0196,FALSE,"LISTA DEL APRUEBO","TOME","Lista del apruebo"
"29. FABIOLA TRONCOSO ALVARADO (M)","PDC",488,0.0245,FALSE,"LISTA DEL APRUEBO","TOME","Lista del apruebo"
"30. GUIDO ALONSO LILLO VELASQUEZ (H)","IND-PRO",161,0.0081,FALSE,"LISTA DEL APRUEBO","TOME","Lista del apruebo"
"31. PAULA SOLEDAD ALVAREZ DIAZ (M)","IND-PRO",94,0.0047,FALSE,"LISTA DEL APRUEBO","TOME","Lista del apruebo"
"32. OSCAR  VEGA ORIHUELA (H)","PDC",155,0.0078,FALSE,"LISTA DEL APRUEBO","TOME","Lista del apruebo"
"33. PAMELA ANDREA HIDALGO PARRA (M)","IND-IGUALDAD",363,0.0182,FALSE,"APRUEBO DIGNIDAD","TOME","Apruebo Dignidad"
"34. CARLOS ANTONIO LOPEZ ODGERS (H)","IGUALDAD",373,0.0187,FALSE,"APRUEBO DIGNIDAD","TOME","Apruebo Dignidad"
"35. MARIA CANDELARIA ACEVEDO SAEZ (M)","PCCH",524,0.0263,FALSE,"APRUEBO DIGNIDAD","TOME","Apruebo Dignidad"
"36. OSCAR MENARES HERNANDEZ (H)","IND-PCCH",235,0.0118,FALSE,"APRUEBO DIGNIDAD","TOME","Apruebo Dignidad"
"37. MARIA MILLARAY SAEZ ESPINOZA (M)","IND-FREVS",125,0.0063,FALSE,"APRUEBO DIGNIDAD","TOME","Apruebo Dignidad"
"38. HERNAN MAURICIO CORTES BERNAL (H)","FREVS",109,0.0055,FALSE,"APRUEBO DIGNIDAD","TOME","Apruebo Dignidad"
"39. AMAYA PAULINA ALVEZ MARIN (M)","RD",974,0.0489,TRUE,"APRUEBO DIGNIDAD","TOME","Apruebo Dignidad"
"40. EDUARDO FELIPE PACHECO PACHECO (H)","IND-RD",89,0.0045,FALSE,"APRUEBO DIGNIDAD","TOME","Apruebo Dignidad"
"41. NATASCHA GOTSCHLICH ENRIQUEZ (M)","UPA",143,0.0072,FALSE,"UNION PATRIOTICA","TOME","Otros"
"42. DIEGO ALBERTO FERRADA SEGOVIA (H)","UPA",95,0.0048,FALSE,"UNION PATRIOTICA","TOME","Otros"
"43. ROSSANA LORETO VIDAL HERNANDEZ (M)","IND",688,0.0345,TRUE,"LA LISTA DEL PUEBLO(D20)","TOME","Del pueblo"
"44. RICARDO HERNAN MAHNKE CONTRERAS (H)","IND",593,0.0298,FALSE,"LA LISTA DEL PUEBLO(D20)","TOME","Del pueblo"
"45. MARIA CONSUELO MOLINA RODRIGUEZ (M)","IND",189,0.0095,FALSE,"LA LISTA DEL PUEBLO(D20)","TOME","Del pueblo"
"46. CARLOS RODRIGO CONCHA ESCANDON (H)","IND",196,0.0098,FALSE,"LA LISTA DEL PUEBLO(D20)","TOME","Del pueblo"
"47. LIDIA ISABEL ESPINOZA SANHUEZA (M)","IND",98,0.0049,FALSE,"LA LISTA DEL PUEBLO(D20)","TOME","Del pueblo"
"48. FERNANDO ENRIQUE DAZA MARDONES (H)","IND",81,0.0041,FALSE,"LA LISTA DEL PUEBLO(D20)","TOME","Del pueblo"
"49. MARIA VALERIA MELGAREJO TOLEDO (M)","IND",115,0.0058,FALSE,"LA LISTA DEL PUEBLO(D20)","TOME","Del pueblo"
"50. MIGUEL ESTEBAN ERICES ARROYO (H)","IND",70,0.0035,FALSE,"LA LISTA DEL PUEBLO(D20)","TOME","Del pueblo"
"51. DANIELA ESTER GUZMAN HUENCHULEO (M)","IND",431,0.0216,FALSE,"ASAMBLEA POPULAR CONSTITUYENTE (D20)","TOME","Otros"
"52. BASTIAN ESTEBAN LABBE SALAZAR (H)","IND",725,0.0364,TRUE,"ASAMBLEA POPULAR CONSTITUYENTE (D20)","TOME","Otros"
"53. SINDY IVONNE SALAZAR PINCHEIRA (M)","IND",312,0.0157,FALSE,"ASAMBLEA POPULAR CONSTITUYENTE (D20)","TOME","Otros"
"54. LUIS IGNACIO PEREZ DIAZ (H)","IND",119,0.006,FALSE,"ASAMBLEA POPULAR CONSTITUYENTE (D20)","TOME","Otros"
"55. ANDREA IVONNE CAMPOS PARRA (M)","IND",81,0.0041,FALSE,"ASAMBLEA POPULAR CONSTITUYENTE (D20)","TOME","Otros"
"56. JAVIER EDMUNDO DEL RIO RICHTER (H)","IND",43,0.0022,FALSE,"ASAMBLEA POPULAR CONSTITUYENTE (D20)","TOME","Otros"
"57. ALEXANDRA MACHUCA NORAMBUENA (M)","IND",181,0.0091,FALSE,"ASAMBLEA POPULAR CONSTITUYENTE (D20)","TOME","Otros"
"58. SEBASTIAN ENRIQUE VALDES LOZANO (H)","IND",48,0.0024,FALSE,"ASAMBLEA POPULAR CONSTITUYENTE (D20)","TOME","Otros"
"59. ROBERTO ANDRES FRANCESCONI RIQUELME (H)","IND",748,0.0376,FALSE,"CANDIDATURA INDEPENDIENTE","TOME","Otros"
"60. JOSE CISTERNAS TAPIA (H)","IND",713,0.0358,FALSE,"CANDIDATURA INDEPENDIENTE","TOME","Otros"
"1. CHRISTIAN BORDOLI AQUEVEQUE (H)","PH",28,0.034,FALSE,"PARTIDO HUMANISTA","TORRES DEL PAINE","Otros"
"2. CLAUDIA SRDANOVIC CARDENAS (M)","IND",13,0.0158,FALSE,"REGIONALISMO CIUDADANO INDEPENDIENTE (D28)","TORRES DEL PAINE","Otros"
"3. MAURICIO DAZA CARRASCO (H)","IND",103,0.125,TRUE,"REGIONALISMO CIUDADANO INDEPENDIENTE (D28)","TORRES DEL PAINE","Otros"
"4. PAMELA HERRERA FIGUEROA (M)","IND",5,0.0061,FALSE,"REGIONALISMO CIUDADANO INDEPENDIENTE (D28)","TORRES DEL PAINE","Otros"
"5. JAIME COSME ORMEÑO (H)","IND",11,0.0133,FALSE,"REGIONALISMO CIUDADANO INDEPENDIENTE (D28)","TORRES DEL PAINE","Otros"
"6. DANIELA LUCERO GALLARDO (M)","IND",5,0.0061,FALSE,"REGIONALISMO CIUDADANO INDEPENDIENTE (D28)","TORRES DEL PAINE","Otros"
"7. JUAN CARLOS KALAZICH SANTANA (H)","IND",6,0.0073,FALSE,"REGIONALISMO CIUDADANO INDEPENDIENTE (D28)","TORRES DEL PAINE","Otros"
"8. MARIA TERESA CASTAÑON SILVA (M)","RN",22,0.0267,FALSE,"VAMOS POR CHILE","TORRES DEL PAINE","Vamos por Chile"
"9. RODRIGO ALVAREZ ZENTENO (H)","UDI",76,0.0922,TRUE,"VAMOS POR CHILE","TORRES DEL PAINE","Vamos por Chile"
"10. GABRIELA TERESA CASANUEVA MENDEZ (M)","IND-RN",9,0.0109,FALSE,"VAMOS POR CHILE","TORRES DEL PAINE","Vamos por Chile"
"11. MARCELO TORCHE SUAREZ (H)","IND-UDI",10,0.0121,FALSE,"VAMOS POR CHILE","TORRES DEL PAINE","Vamos por Chile"
"12. SILVANA  CAMELIO THOMSEN (M)","IND-EVOPOLI",6,0.0073,FALSE,"VAMOS POR CHILE","TORRES DEL PAINE","Vamos por Chile"
"13. RODOLFO ESTEBAN ARECHETA BALETA (H)","IND-EVOPOLI",36,0.0437,FALSE,"VAMOS POR CHILE","TORRES DEL PAINE","Vamos por Chile"
"14. ANDREA LUCIA PIVCEVIC CORTESE (M)","IND",36,0.0437,FALSE,"MAGALLANICOS NO NEUTRALES (D28)","TORRES DEL PAINE","Nueva Constitucion"
"15. JAVIER EDUARDO SOLIS URIBE (H)","IND",13,0.0158,FALSE,"MAGALLANICOS NO NEUTRALES (D28)","TORRES DEL PAINE","Nueva Constitucion"
"16. ADRIANA MARCELA BARATELLI  (M)","IND-PRO",27,0.0328,FALSE,"LISTA DEL APRUEBO","TORRES DEL PAINE","Lista del apruebo"
"17. MANUEL GALLARDO SOTO (H)","PDC",45,0.0546,FALSE,"LISTA DEL APRUEBO","TORRES DEL PAINE","Lista del apruebo"
"18. KARIN ISABEL ESCARATE FICA (M)","IND-PR",6,0.0073,FALSE,"LISTA DEL APRUEBO","TORRES DEL PAINE","Lista del apruebo"
"19. NELSON  LEIVA LERZUNDI (H)","PDC",3,0.0036,FALSE,"LISTA DEL APRUEBO","TORRES DEL PAINE","Lista del apruebo"
"20. MARIA DE LOS ANGELES FLORES RODRIGUEZ (M)","PS",8,0.0097,FALSE,"LISTA DEL APRUEBO","TORRES DEL PAINE","Lista del apruebo"
"21. LUIS NAVARRO ALMONACID (H)","PS",16,0.0194,FALSE,"LISTA DEL APRUEBO","TORRES DEL PAINE","Lista del apruebo"
"22. ALEJANDRA SOZA GALVEZ (M)","IND",19,0.0231,FALSE,"REPUBLICA DE LOS INDEPENDIENTES DE MAGALLANES (D28)","TORRES DEL PAINE","Otros"
"23. ALFREDO FONSECA MIHOVILOVIC (H)","IND",23,0.0279,FALSE,"REPUBLICA DE LOS INDEPENDIENTES DE MAGALLANES (D28)","TORRES DEL PAINE","Otros"
"24. STJEPAN VRSALOVIC RADOVICH (H)","IND",16,0.0194,FALSE,"REPUBLICA DE LOS INDEPENDIENTES DE MAGALLANES (D28)","TORRES DEL PAINE","Otros"
"25. JAVIERA IGNACIA MORALES ALVARADO (M)","IND-CONVER.",125,0.1517,FALSE,"APRUEBO DIGNIDAD","TORRES DEL PAINE","Apruebo Dignidad"
"26. CARLOS ALBERTO ABARZUA VILLEGAS (H)","IND-CONVER.",10,0.0121,FALSE,"APRUEBO DIGNIDAD","TORRES DEL PAINE","Apruebo Dignidad"
"27. DANIELLA PANICUCCI HERRERA (M)","IND-CONVER.",6,0.0073,FALSE,"APRUEBO DIGNIDAD","TORRES DEL PAINE","Apruebo Dignidad"
"28. NIKOS SUED ORTEGA CARDENAS (H)","PCCH",4,0.0049,FALSE,"APRUEBO DIGNIDAD","TORRES DEL PAINE","Apruebo Dignidad"
"29. MARGARITA DEL CARMEN MAKUC SIERRALTA (M)","PCCH",2,0.0024,FALSE,"APRUEBO DIGNIDAD","TORRES DEL PAINE","Apruebo Dignidad"
"30. JULIO GASTON CONTRERAS MUÑOZ (H)","IND-PCCH",7,0.0085,FALSE,"APRUEBO DIGNIDAD","TORRES DEL PAINE","Apruebo Dignidad"
"31. ELISA AMANDA GIUSTINIANOVICH CAMPOS (M)","IND",19,0.0231,TRUE,"COORDINADORA SOCIAL DE MAGALLANES (D28)","TORRES DEL PAINE","Otros"
"32. PABLO NICOLAS CIFUENTES VLADILO (H)","IND",21,0.0255,FALSE,"COORDINADORA SOCIAL DE MAGALLANES (D28)","TORRES DEL PAINE","Otros"
"33. INES ELIZABETH VIDAL ANDRADE (M)","IND",1,0.0012,FALSE,"COORDINADORA SOCIAL DE MAGALLANES (D28)","TORRES DEL PAINE","Otros"
"34. PATRICIO ANDRES FUENTES OLGUIN (H)","IND",86,0.1044,FALSE,"COORDINADORA SOCIAL DE MAGALLANES (D28)","TORRES DEL PAINE","Otros"
"35. JAVIER OMAR AGUILAR VERA (H)","IND",1,0.0012,FALSE,"COORDINADORA SOCIAL DE MAGALLANES (D28)","TORRES DEL PAINE","Otros"
"1. DEISY PAULINA AVENDAÑO AVENDAÑO (M)","IND",10,0.033,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)","TORTEL","Del pueblo"
"2. PATRICIO ORLANDO SEGURA ORTIZ (H)","IND",54,0.1782,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)","TORTEL","Del pueblo"
"3. ILSIE BEATRIZ WOLF HERRERA (M)","IND",6,0.0198,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)","TORTEL","Del pueblo"
"4. CECILIO ALIER AGUILAR GALINDO (H)","IND",21,0.0693,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)","TORTEL","Del pueblo"
"5. JORGE CONTRERAS MUÑOZ (H)","IND",17,0.0561,FALSE,"A PULSO, POR EL BUEN VIVIR (D27)","TORTEL","Del pueblo"
